ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,annee,mois,jour,saison,temp_ideale,peu_vent,peu_pluie,bonne_visibilite,score_meteo,periode_recommandee
Marseille,2025-07-04 15:22:58,2024-04-07 12:00:00,18.2,15.1,22.7,59,0.012,15.0,31.2,Rain,2024,4,7,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2024-04-07 12:00:00,16.0,14.0,18.9,76,0.0,35.1,18.0,Partially cloudy,2024,4,7,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-07 12:00:00,19.2,17.1,22.1,44,0.0,32.4,52.9,Overcast,2024,4,7,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-07 12:00:00,16.2,13.1,18.5,69,0.6,16.1,21.3,Rain,2024,4,7,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2024-04-07 12:00:00,15.0,11.8,17.4,79,0.01,26.8,25.7,Rain,2024,4,7,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-04-08 12:00:00,16.7,12.9,19.7,64,0.0,24.7,28.7,Partially cloudy,2024,4,8,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-08 12:00:00,15.7,11.1,22.7,78,2.986,18.9,15.9,Rain,2024,4,8,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2024-04-08 12:00:00,20.5,14.7,25.8,42,0.0,37.3,27.2,Partially cloudy,2024,4,8,Printemps,True,False,True,True,80,False
Lyon,2025-07-04 15:22:58,2024-04-08 12:00:00,20.3,16.0,23.8,38,0.0,36.6,49.9,Overcast,2024,4,8,Printemps,True,False,True,True,80,False
Toulouse,2025-07-04 15:22:58,2024-04-08 12:00:00,16.2,12.0,20.2,76,0.281,34.4,18.0,Rain,2024,4,8,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-09 12:00:00,11.2,6.9,22.3,75,29.296,37.0,31.7,Rain,2024,4,9,Printemps,False,False,False,True,20,False
Toulouse,2025-07-04 15:22:58,2024-04-09 12:00:00,10.2,8.1,12.9,81,1.562,38.7,16.8,Rain,2024,4,9,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-09 12:00:00,15.2,11.7,20.6,62,0.417,47.6,21.3,Rain,2024,4,9,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-09 12:00:00,10.5,8.2,13.8,66,1.256,25.5,20.8,Rain,2024,4,9,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-04-09 12:00:00,15.4,13.9,16.8,75,5.347,26.7,22.9,Rain,2024,4,9,Printemps,False,False,False,True,20,False
Lyon,2025-07-04 15:22:58,2024-04-10 12:00:00,9.4,5.9,13.8,68,0.0,36.8,40.1,Partially cloudy,2024,4,10,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-10 12:00:00,11.1,6.0,16.9,64,0.021,12.9,19.9,Rain,2024,4,10,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2024-04-10 12:00:00,11.4,7.9,15.9,74,0.146,28.6,17.8,Rain,2024,4,10,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-10 12:00:00,13.0,9.8,16.1,51,0.0,68.9,23.8,Partially cloudy,2024,4,10,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-04-10 12:00:00,14.1,10.8,16.9,69,15.754,29.0,22.2,Rain,2024,4,10,Printemps,False,False,False,True,20,False
Marseille,2025-07-04 15:22:58,2024-04-11 12:00:00,15.2,10.1,21.2,53,0.0,25.1,31.8,Partially cloudy,2024,4,11,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-04-11 12:00:00,13.0,6.0,19.1,69,0.0,17.4,19.4,Partially cloudy,2024,4,11,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2024-04-11 12:00:00,11.2,5.4,17.4,60,0.0,21.4,51.5,Partially cloudy,2024,4,11,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-04-11 12:00:00,16.2,13.0,19.9,68,0.0,20.7,27.6,Partially cloudy,2024,4,11,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-11 12:00:00,14.7,11.5,18.4,74,0.014,11.5,21.0,Rain,2024,4,11,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2024-04-12 12:00:00,16.9,8.9,26.0,65,0.0,15.2,27.0,Clear,2024,4,12,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2024-04-12 12:00:00,18.4,15.5,21.1,61,0.0,21.3,29.6,Clear,2024,4,12,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-04-12 12:00:00,16.1,7.1,25.1,65,0.003,12.0,19.1,Rain,2024,4,12,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2024-04-12 12:00:00,16.9,10.9,23.3,74,0.164,9.6,17.8,Rain,2024,4,12,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2024-04-12 12:00:00,13.6,5.7,21.0,66,0.0,16.3,46.4,Partially cloudy,2024,4,12,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2024-04-13 12:00:00,19.3,16.5,21.1,62,0.0,17.7,27.6,Partially cloudy,2024,4,13,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2024-04-13 12:00:00,18.7,9.0,28.1,61,0.0,10.3,20.8,Clear,2024,4,13,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2024-04-13 12:00:00,17.7,10.7,25.0,67,0.0,17.4,23.9,Partially cloudy,2024,4,13,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2024-04-13 12:00:00,19.3,12.5,26.0,66,0.0,17.6,20.0,Partially cloudy,2024,4,13,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2024-04-13 12:00:00,16.8,8.2,26.4,68,0.0,6.7,36.0,Partially cloudy,2024,4,13,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2024-04-14 12:00:00,18.1,10.7,25.1,64,0.0,14.0,20.6,Clear,2024,4,14,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2024-04-14 12:00:00,20.2,11.0,29.0,65,0.002,11.7,18.6,Rain,2024,4,14,Printemps,True,True,True,True,100,True
Nice,2025-07-04 15:22:58,2024-04-14 12:00:00,18.7,16.9,19.9,72,0.0,17.6,25.4,Clear,2024,4,14,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2024-04-14 12:00:00,15.8,11.1,19.7,67,0.0,18.8,21.0,Partially cloudy,2024,4,14,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2024-04-14 12:00:00,19.7,10.2,29.4,66,0.0,11.7,31.7,Partially cloudy,2024,4,14,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2024-04-15 12:00:00,17.0,13.8,19.5,82,0.0,27.5,19.8,Partially cloudy,2024,4,15,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-15 12:00:00,11.0,8.1,14.4,68,2.502,29.2,19.8,Rain,2024,4,15,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-15 12:00:00,18.8,13.3,22.5,54,0.0,26.9,48.3,Partially cloudy,2024,4,15,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-15 12:00:00,17.2,11.4,23.9,62,0.0,33.0,27.2,Partially cloudy,2024,4,15,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-04-15 12:00:00,15.4,12.8,19.7,74,0.002,29.3,22.1,Rain,2024,4,15,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-16 12:00:00,10.7,7.6,14.0,61,0.428,22.1,46.5,Rain,2024,4,16,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-16 12:00:00,15.2,13.0,17.0,49,0.0,61.2,25.0,Partially cloudy,2024,4,16,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-04-16 12:00:00,16.6,13.2,19.2,77,0.19,34.7,22.6,Rain,2024,4,16,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-16 12:00:00,9.3,6.8,12.2,71,1.542,24.0,18.8,Rain,2024,4,16,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-04-16 12:00:00,11.6,9.6,14.6,75,0.541,36.4,17.6,Rain,2024,4,16,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-04-17 12:00:00,10.9,8.0,14.5,73,0.512,30.2,17.5,Rain,2024,4,17,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-17 12:00:00,8.4,6.2,11.2,70,1.295,27.0,21.2,Rain,2024,4,17,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-04-17 12:00:00,15.6,12.4,18.3,44,0.0,32.4,27.1,Partially cloudy,2024,4,17,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-17 12:00:00,7.9,5.0,11.3,79,1.954,21.3,44.7,Rain,2024,4,17,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-17 12:00:00,12.9,9.3,16.8,50,0.0,55.0,25.6,Partially cloudy,2024,4,17,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-18 12:00:00,8.2,3.9,13.5,67,1.12,15.5,20.2,Rain,2024,4,18,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2024-04-18 12:00:00,10.3,7.8,13.9,65,0.146,37.4,20.1,Rain,2024,4,18,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-04-18 12:00:00,12.2,8.8,17.4,54,1.601,57.4,25.5,Rain,2024,4,18,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-18 12:00:00,11.4,8.9,14.1,50,0.0,65.5,24.8,Partially cloudy,2024,4,18,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-18 12:00:00,6.5,4.5,9.7,79,4.0,30.1,40.3,Rain,2024,4,18,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-19 12:00:00,12.8,6.3,19.1,48,0.0,39.4,26.4,Clear,2024,4,19,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-19 12:00:00,8.3,1.0,14.4,69,0.0,9.3,33.9,Partially cloudy,2024,4,19,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2024-04-19 12:00:00,12.2,7.6,16.8,57,0.009,36.0,30.5,Rain,2024,4,19,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-04-19 12:00:00,10.5,1.8,18.9,55,0.0,13.5,20.5,Clear,2024,4,19,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2024-04-19 12:00:00,9.8,8.6,11.7,76,3.161,20.1,19.4,Rain,2024,4,19,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-20 12:00:00,8.6,5.8,11.5,70,1.353,28.7,41.1,Rain,2024,4,20,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-20 12:00:00,13.0,10.9,15.1,50,0.0,68.7,23.3,Clear,2024,4,20,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-04-20 12:00:00,12.0,3.9,18.1,53,0.0,22.6,22.1,Clear,2024,4,20,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-20 12:00:00,7.7,5.1,10.1,68,0.021,21.6,20.3,Rain,2024,4,20,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-04-20 12:00:00,14.4,9.9,17.1,66,0.0,23.1,26.6,Partially cloudy,2024,4,20,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-21 12:00:00,7.8,4.5,12.2,64,0.032,29.4,21.0,Rain,2024,4,21,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-04-21 12:00:00,14.1,10.0,16.9,57,0.002,45.0,32.4,Rain,2024,4,21,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-21 12:00:00,11.3,4.9,16.7,49,0.0,63.9,27.3,Clear,2024,4,21,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-04-21 12:00:00,10.4,3.7,17.1,50,0.0,30.2,22.2,Clear,2024,4,21,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-21 12:00:00,5.7,3.2,8.9,78,0.763,21.5,43.0,Rain,2024,4,21,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-04-22 12:00:00,10.8,5.3,15.2,65,11.297,28.3,23.4,Rain,2024,4,22,Printemps,False,False,False,True,20,False
Lyon,2025-07-04 15:22:58,2024-04-22 12:00:00,5.5,2.6,9.2,73,0.004,34.6,45.5,Snow,2024,4,22,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-22 12:00:00,7.4,3.7,10.8,65,0.295,20.2,19.8,Rain,2024,4,22,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-22 12:00:00,9.4,6.1,12.8,53,0.0,65.7,26.3,Partially cloudy,2024,4,22,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-04-22 12:00:00,8.8,3.1,12.4,49,0.0,31.2,21.6,Partially cloudy,2024,4,22,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-23 12:00:00,7.1,2.4,11.2,60,0.0,37.5,42.2,Partially cloudy,2024,4,23,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-23 12:00:00,7.7,3.1,11.9,56,0.007,17.4,20.3,Rain,2024,4,23,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2024-04-23 12:00:00,8.5,3.1,13.1,49,0.0,28.2,21.4,Partially cloudy,2024,4,23,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-23 12:00:00,10.5,6.6,14.7,49,0.173,56.6,24.7,Rain,2024,4,23,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-04-23 12:00:00,9.4,5.9,13.5,73,16.865,21.5,29.3,Rain,2024,4,23,Printemps,False,False,False,True,20,False
Nice,2025-07-04 15:22:58,2024-04-24 12:00:00,11.3,6.9,15.1,64,0.007,20.8,32.2,Rain,2024,4,24,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-24 12:00:00,8.2,6.7,10.0,65,0.007,21.1,21.0,Rain,2024,4,24,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-04-24 12:00:00,8.3,4.1,11.8,67,0.195,32.2,21.8,Rain,2024,4,24,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-24 12:00:00,6.6,3.0,10.1,67,0.0,19.4,34.6,Partially cloudy,2024,4,24,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2024-04-24 12:00:00,11.6,8.0,15.3,44,0.0,67.2,24.3,Partially cloudy,2024,4,24,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-25 12:00:00,12.4,7.8,17.1,54,0.0,40.8,28.1,Partially cloudy,2024,4,25,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-04-25 12:00:00,12.5,8.7,15.7,63,0.0,32.2,30.6,Partially cloudy,2024,4,25,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-04-25 12:00:00,11.5,7.7,16.8,76,2.169,23.7,20.0,Rain,2024,4,25,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-25 12:00:00,9.2,3.7,13.4,57,0.0,12.2,21.0,Partially cloudy,2024,4,25,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2024-04-25 12:00:00,9.6,4.1,15.4,65,0.018,13.3,35.3,Rain,2024,4,25,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2024-04-26 12:00:00,13.1,8.9,18.9,73,0.293,28.4,20.6,Rain,2024,4,26,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-04-26 12:00:00,11.3,8.9,14.0,78,10.02,17.5,24.2,Rain,2024,4,26,Printemps,False,True,False,True,40,False
Marseille,2025-07-04 15:22:58,2024-04-26 12:00:00,12.4,10.0,16.4,76,3.457,24.0,27.3,Rain,2024,4,26,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-26 12:00:00,11.4,9.0,15.0,76,0.669,34.2,36.7,Rain,2024,4,26,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-26 12:00:00,11.5,5.4,16.0,64,0.027,14.7,20.0,Rain,2024,4,26,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2024-04-27 12:00:00,14.3,10.8,16.9,73,0.0,42.0,28.0,Overcast,2024,4,27,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-27 12:00:00,14.7,10.1,20.2,57,0.0,31.2,50.1,Partially cloudy,2024,4,27,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-27 12:00:00,15.5,10.8,19.7,61,0.241,47.2,30.4,Rain,2024,4,27,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-27 12:00:00,12.3,9.7,16.0,87,6.465,18.0,16.1,Rain,2024,4,27,Printemps,False,True,False,True,40,False
Toulouse,2025-07-04 15:22:58,2024-04-27 12:00:00,14.6,13.0,17.6,77,5.877,46.3,18.4,Rain,2024,4,27,Printemps,False,False,False,True,20,False
Toulouse,2025-07-04 15:22:58,2024-04-28 12:00:00,13.1,9.9,17.0,72,0.005,20.3,23.2,Rain,2024,4,28,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-28 12:00:00,11.6,9.6,15.4,89,85.665,17.1,15.1,Rain,2024,4,28,Printemps,False,True,False,True,40,False
Paris,2025-07-04 15:22:58,2024-04-28 12:00:00,12.4,9.8,17.5,74,1.278,22.4,21.8,Rain,2024,4,28,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-28 12:00:00,16.4,13.7,19.3,74,7.954,42.2,21.6,Rain,2024,4,28,Printemps,False,False,False,True,20,False
Nice,2025-07-04 15:22:58,2024-04-28 12:00:00,15.9,13.1,17.9,75,3.174,34.4,21.8,Rain,2024,4,28,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-04-29 12:00:00,11.7,9.5,14.3,92,0.682,12.7,24.0,Rain,2024,4,29,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2024-04-29 12:00:00,17.9,14.6,22.8,64,0.0,30.6,27.7,Partially cloudy,2024,4,29,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-04-29 12:00:00,11.8,10.9,13.9,92,6.966,16.6,11.5,Rain,2024,4,29,Printemps,False,True,False,True,40,False
Paris,2025-07-04 15:22:58,2024-04-29 12:00:00,13.4,7.1,18.5,70,0.0,13.9,21.3,Partially cloudy,2024,4,29,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2024-04-29 12:00:00,16.5,12.7,21.6,76,0.603,21.0,20.9,Rain,2024,4,29,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-04-30 12:00:00,18.7,15.6,21.9,61,0.0,34.7,24.9,Partially cloudy,2024,4,30,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-04-30 12:00:00,14.9,12.1,18.6,79,0.582,21.0,21.1,Rain,2024,4,30,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-04-30 12:00:00,16.6,13.6,19.6,78,0.057,19.0,16.6,Rain,2024,4,30,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2024-04-30 12:00:00,14.1,11.4,18.1,87,0.056,9.8,19.0,Rain,2024,4,30,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2024-04-30 12:00:00,13.0,10.9,15.9,89,0.834,14.6,15.1,Rain,2024,4,30,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2024-05-01 12:00:00,16.4,14.0,21.0,80,27.3,38.6,8.8,Rain,2024,5,1,Printemps,False,False,False,True,20,False
Lyon,2025-07-04 15:22:58,2024-05-01 12:00:00,14.4,9.4,19.7,87,7.0,14.8,7.4,Rain,2024,5,1,Printemps,False,True,False,True,40,False
Paris,2025-07-04 15:22:58,2024-05-01 12:00:00,15.0,12.0,18.0,85,4.2,27.7,9.5,Rain,2024,5,1,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-05-01 12:00:00,15.9,13.8,17.9,81,12.7,30.0,10.0,Rain,2024,5,1,Printemps,False,False,False,True,20,False
Toulouse,2025-07-04 15:22:58,2024-05-01 12:00:00,10.9,8.0,14.0,92,6.6,27.7,9.6,Rain,2024,5,1,Printemps,False,False,False,True,20,False
Paris,2025-07-04 15:22:58,2024-05-02 12:00:00,11.6,10.7,13.7,88,13.477,20.4,18.3,Rain,2024,5,2,Printemps,False,False,False,True,20,False
Toulouse,2025-07-04 15:22:58,2024-05-02 12:00:00,11.0,8.1,16.0,75,7.541,32.5,17.4,Rain,2024,5,2,Printemps,False,False,False,True,20,False
Nice,2025-07-04 15:22:58,2024-05-02 12:00:00,14.1,12.8,16.0,83,29.654,31.4,18.2,Rain,2024,5,2,Printemps,False,False,False,True,20,False
Marseille,2025-07-04 15:22:58,2024-05-02 12:00:00,11.6,10.6,12.9,86,7.608,35.1,25.0,Rain,2024,5,2,Printemps,False,False,False,True,20,False
Lyon,2025-07-04 15:22:58,2024-05-02 12:00:00,10.8,9.5,13.3,89,36.201,22.1,20.5,Rain,2024,5,2,Printemps,False,False,False,True,20,False
Marseille,2025-07-04 15:22:58,2024-05-03 12:00:00,13.8,8.8,19.1,72,0.0,30.1,26.9,Partially cloudy,2024,5,3,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-05-03 12:00:00,14.2,10.1,17.2,76,0.0,27.3,27.5,Partially cloudy,2024,5,3,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-05-03 12:00:00,12.0,4.0,18.9,69,0.002,21.3,18.7,Rain,2024,5,3,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-05-03 12:00:00,12.6,9.0,16.9,70,0.02,19.4,22.0,Rain,2024,5,3,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2024-05-03 12:00:00,11.9,8.9,16.8,78,2.492,18.1,32.7,Rain,2024,5,3,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2024-05-04 12:00:00,10.6,6.7,14.5,82,0.688,11.8,22.0,Rain,2024,5,4,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2024-05-04 12:00:00,15.1,11.8,17.9,77,0.0,17.7,24.2,Partially cloudy,2024,5,4,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2024-05-04 12:00:00,14.9,8.6,20.8,68,0.031,19.7,29.1,Rain,2024,5,4,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2024-05-04 12:00:00,12.6,6.7,18.5,78,1.882,28.5,35.8,Rain,2024,5,4,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-05-04 12:00:00,16.2,11.1,21.8,63,0.207,18.3,21.2,Rain,2024,5,4,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2024-05-05 12:00:00,17.5,12.5,21.7,60,0.0,26.6,30.1,Overcast,2024,5,5,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-05-05 12:00:00,16.5,13.0,20.2,76,4.147,28.4,14.4,Rain,2024,5,5,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-05-05 12:00:00,15.9,12.7,18.1,81,0.0,18.2,22.0,Partially cloudy,2024,5,5,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2024-05-05 12:00:00,13.3,10.0,17.5,86,1.15,15.1,18.2,Rain,2024,5,5,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2024-05-05 12:00:00,16.7,12.6,20.6,62,0.444,31.7,48.7,Rain,2024,5,5,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-05-06 12:00:00,14.2,11.1,18.6,75,2.003,17.6,20.4,Rain,2024,5,6,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2024-05-06 12:00:00,12.9,11.3,16.9,82,6.384,23.4,34.8,Rain,2024,5,6,Printemps,False,False,False,True,20,False
Nice,2025-07-04 15:22:58,2024-05-06 12:00:00,16.4,14.7,18.8,80,0.003,29.5,21.9,Rain,2024,5,6,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-05-06 12:00:00,13.8,10.4,17.0,81,8.984,25.5,17.0,Rain,2024,5,6,Printemps,False,False,False,True,20,False
Marseille,2025-07-04 15:22:58,2024-05-06 12:00:00,17.0,14.5,20.5,62,0.896,25.5,29.6,Rain,2024,5,6,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-05-07 12:00:00,12.6,10.0,16.1,84,4.008,16.7,38.6,Rain,2024,5,7,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2024-05-07 12:00:00,16.1,11.4,20.7,67,0.168,35.1,23.6,Rain,2024,5,7,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-05-07 12:00:00,12.8,10.9,15.0,84,1.766,29.8,15.8,Rain,2024,5,7,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-05-07 12:00:00,16.6,13.8,19.1,73,0.015,33.8,24.0,Rain,2024,5,7,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-05-07 12:00:00,14.4,9.6,19.2,75,0.158,21.5,18.0,Rain,2024,5,7,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2024-05-08 12:00:00,15.2,11.9,19.7,75,0.006,33.1,32.0,Rain,2024,5,8,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2024-05-08 12:00:00,15.6,11.8,21.1,77,0.507,24.1,12.9,Rain,2024,5,8,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2024-05-08 12:00:00,17.8,10.9,23.0,62,0.0,31.7,27.4,Partially cloudy,2024,5,8,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2024-05-08 12:00:00,16.8,12.8,19.7,70,0.3,36.2,25.5,Rain,2024,5,8,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2024-05-08 12:00:00,12.1,9.3,14.4,76,0.0,16.6,14.4,Partially cloudy,2024,5,8,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2024-05-09 12:00:00,18.5,12.3,23.9,61,0.0,21.5,28.6,Partially cloudy,2024,5,9,Printemps,False,False,True,True,50,False
